price,timestamp
947900,2015-03-17
964050,2015-03-18
972280,2015-03-19
976730,2015-03-25
974830,2015-03-26
955970,2015-03-28
961740,2015-03-29
962861,2015-03-30
962100,2015-03-31
980190,2015-04-04
982500,2015-04-05
980190,2015-04-06
977880,2015-04-07
973270,2015-04-08
975232,2015-04-09
999790,2015-04-11
990570,2015-04-12
984800,2015-04-13
988260,2015-04-14
990570,2015-04-15
987634,2015-04-16
990570,2015-04-18
985960,2015-04-19
983650,2015-04-20
984800,2015-04-21
976730,2015-04-22
970264,2015-04-23
972120,2015-04-25
972120,2015-04-26
975580,2015-04-27
979040,2015-04-28
977880,2015-04-29
977795,2015-04-30
967510,2015-05-03
965200,2015-05-04
965200,2015-05-05
961740,2015-05-06
960666,2015-05-07
957130,2015-05-09
955970,2015-05-10
950210,2015-05-11
959430,2015-05-12
966350,2015-05-13
969198,2015-05-14
968660,2015-05-17
959430,2015-05-18
959430,2015-05-19
955970,2015-05-20
955524,2015-05-21
954820,2015-05-23
953670,2015-05-24
950210,2015-05-25
947900,2015-05-26
951360,2015-05-27
951360,2015-05-28
952510,2015-05-30
951360,2015-05-31
950210,2015-06-01
941822,2015-06-02
934060,2015-06-06
935220,2015-06-07
939830,2015-06-08
943290,2015-06-09
937520,2015-06-10
934737,2015-06-11
930600,2015-06-13
923690,2015-06-14
921380,2015-06-15
920230,2015-06-16
925990,2015-06-17
927697,2015-06-18
925990,2015-06-20
920690,2015-06-21
918840,2015-06-22
922530,2015-06-23
924150,2015-06-24
924171,2015-06-25
928760,2015-06-27
927380,2015-06-28
923460,2015-06-29
922990,2015-06-30
917920,2015-07-01
913401,2015-07-02
908690,2015-07-04
896010,2015-07-05
892780,2015-07-06
893930,2015-07-07
903115,2015-07-09
886090,2015-07-11
891860,2015-07-12
906390,2015-07-13
905470,2015-07-14
896930,2015-07-15
895375,2015-07-16
886320,2015-07-20
877330,2015-07-21
882170,2015-07-22
889643,2015-07-23
893930,2015-07-25
893470,2015-07-26
893010,2015-07-27
894860,2015-07-28
892090,2015-07-29
894556,2015-07-30
894630,2015-08-01
892320,2015-08-02
893240,2015-08-03
890710,2015-08-04
892090,2015-08-05
895470,2015-08-06
893700,2015-08-08
899240,2015-08-09
912995,2015-08-10
907080,2015-08-12
907848,2015-08-13
911230,2015-08-15
914000,2015-08-16
914000,2015-08-17
921380,2015-08-18
931990,2015-08-19
938092,2015-08-20
958050,2015-08-22
958280,2015-08-23
946060,2015-08-24
934760,2015-08-25
931300,2015-08-26
931620,2015-08-27
940980,2015-08-29
940520,2015-08-30
947670,2015-08-31
941440,2015-09-01
937060,2015-09-02
939154,2015-09-03
940980,2015-09-05
937060,2015-09-06
941680,2015-09-07
934060,2015-09-08
933830,2015-09-09
933241,2015-09-10
932450,2015-09-12
932910,2015-09-13
930840,2015-09-14
932910,2015-09-15
931070,2015-09-16
933538,2015-09-17
937990,2015-09-19
935220,2015-09-20
931300,2015-09-21
932450,2015-09-22
943520,2015-09-23
943060,2015-09-26
940750,2015-09-27
943750,2015-09-28
937060,2015-09-29
936600,2015-09-30
940660,2015-10-01
944670,2015-10-03
943750,2015-10-04
949980,2015-10-05
956210,2015-10-06
954590,2015-10-07
958843,2015-10-08
964510,2015-10-10
962660,2015-10-11
961050,2015-10-12
968660,2015-10-13
974190,2015-10-14
969365,2015-10-15
961280,2015-10-17
954130,2015-10-18
959900,2015-10-19
956670,2015-10-20
958740,2015-10-21
958597,2015-10-22
960130,2015-10-25
962430,2015-10-26
968660,2015-10-27
958740,2015-10-28
956480,2015-10-29
955500,2015-10-31
952100,2015-11-01
949800,2015-11-02
941400,2015-11-03
938900,2015-11-04
929940,2015-11-05
929500,2015-11-07
934800,2015-11-08
933800,2015-11-09
931100,2015-11-10
930100,2015-11-11
932910,2015-11-12
932900,2015-11-14
931500,2015-11-15
921800,2015-11-16
921200,2015-11-17
927200,2015-11-18
925580,2015-11-19
922300,2015-11-21
920000,2015-11-22
923200,2015-11-23
926200,2015-11-24
927200,2015-11-25
926020,2015-11-26
927600,2015-11-28
927200,2015-11-29
933400,2015-11-30
931120,2015-12-01
934920,2015-12-03
941000,2015-12-05
940500,2015-12-06
938700,2015-12-07
938000,2015-12-08
937500,2015-12-09
935000,2015-12-13
927800,2015-12-14
935000,2015-12-15
930400,2015-12-16
932530,2015-12-17
935000,2015-12-19
943300,2015-12-21
947900,2015-12-22
953900,2015-12-23
958030,2015-12-24
961100,2015-12-26
953000,2015-12-27
954600,2015-12-28
953900,2015-12-30
953790,2015-12-31
953600,2016-01-02
961300,2016-01-03
960600,2016-01-04
967300,2016-01-05
973300,2016-01-06
983240,2016-01-07
981300,2016-01-09
967500,2016-01-10
954600,2016-01-11
954600,2016-01-12
944700,2016-01-13
937580,2016-01-14
945100,2016-01-16
938000,2016-01-17
933600,2016-01-18
942100,2016-01-19
944700,2016-01-20
949010,2016-01-21
948800,2016-01-23
956700,2016-01-24
972400,2016-01-25
965400,2016-01-26
961700,2016-01-27
961970,2016-01-28
965900,2016-01-30
971000,2016-01-31
969800,2016-02-01
974700,2016-02-02
979700,2016-02-03
982040,2016-02-04
989000,2016-02-06
997300,2016-02-07
992400,2016-02-08
990800,2016-02-09
1001640,2016-02-10
1014800,2016-02-13
994000,2016-02-14
993800,2016-02-15
1001000,2016-02-16
1001900,2016-02-17
1001900,2016-02-18
1006700,2016-02-20
997700,2016-02-21
1009700,2016-02-22
1026300,2016-02-23
1020600,2016-02-24
1019850,2016-02-25
1013600,2016-02-27
1020100,2016-02-28
1021200,2016-02-29
1024200,2016-03-01
1027900,2016-03-02
1032060,2016-03-03
1033000,2016-03-05
1033900,2016-03-06
1033200,2016-03-07
1032100,2016-03-08
1032100,2016-03-09
1033650,2016-03-10
1033900,2016-03-12
1022200,2016-03-14
1022200,2016-03-15
1034900,2016-03-16
